Date,Year,Gare,Attribute,Value
2022-11-17,2022,Nation RER A,PM10,61.291666666666664
2022-11-18,2022,Nation RER A,PM10,71.83333333333333
2022-11-19,2022,Nation RER A,PM10,62.75
2022-11-20,2022,Nation RER A,PM10,66.91666666666667
2022-11-21,2022,Nation RER A,PM10,63.625
2022-11-22,2022,Nation RER A,PM10,72.29166666666667
2022-11-23,2022,Nation RER A,PM10,70.29166666666667
2022-11-24,2022,Nation RER A,PM10,74.33333333333333
2022-11-25,2022,Nation RER A,PM10,73.33333333333333
2022-11-26,2022,Nation RER A,PM10,72.75
2022-11-27,2022,Nation RER A,PM10,51.041666666666664
2022-11-28,2022,Nation RER A,PM10,61.791666666666664
2022-11-29,2022,Nation RER A,PM10,88.08333333333333
2022-11-30,2022,Nation RER A,PM10,65.75
2022-12-01,2022,Nation RER A,PM10,68.08333333333333
2022-12-02,2022,Nation RER A,PM10,75.625
2022-12-03,2022,Nation RER A,PM10,77.5
2022-12-04,2022,Nation RER A,PM10,72.08333333333333
2022-12-05,2022,Nation RER A,PM10,70.125
2022-12-06,2022,Nation RER A,PM10,63.625
2022-12-07,2022,Nation RER A,PM10,68.04166666666667
2022-12-08,2022,Nation RER A,PM10,75.66666666666667
2022-12-09,2022,Nation RER A,PM10,80.04166666666667
2022-12-10,2022,Nation RER A,PM10,59.458333333333336
2022-12-11,2022,Nation RER A,PM10,60.083333333333336
2022-12-12,2022,Nation RER A,PM10,80.375
2022-12-13,2022,Nation RER A,PM10,103.83333333333333
2022-12-14,2022,Nation RER A,PM10,108.79166666666667
2022-12-15,2022,Nation RER A,PM10,106.5
2022-12-16,2022,Nation RER A,PM10,98.54166666666667
2022-12-17,2022,Nation RER A,PM10,86.33333333333333
2022-12-18,2022,Nation RER A,PM10,79.33333333333333
2022-12-19,2022,Nation RER A,PM10,82.45833333333333
2022-12-20,2022,Nation RER A,PM10,77.95833333333333
2022-12-21,2022,Nation RER A,PM10,72.25
2022-12-22,2022,Nation RER A,PM10,93.625
2022-12-23,2022,Nation RER A,PM10,82.54166666666667
2022-12-24,2022,Nation RER A,PM10,84.58333333333333
2022-12-25,2022,Nation RER A,PM10,81.75
2022-12-26,2022,Nation RER A,PM10,82.95833333333333
2022-12-27,2022,Nation RER A,PM10,98.66666666666667
2022-12-28,2022,Nation RER A,PM10,79.5
2022-12-29,2022,Nation RER A,PM10,69.75
2022-12-30,2022,Nation RER A,PM10,71.75
2022-12-31,2022,Nation RER A,PM10,70.66666666666667
2023-01-01,2023,Nation RER A,PM10,87.66666666666667
2023-01-02,2023,Nation RER A,PM10,133.08333333333334
2023-01-03,2023,Nation RER A,PM10,135.29166666666666
2023-01-04,2023,Nation RER A,PM10,162.0
2023-01-05,2023,Nation RER A,PM10,101.0
2023-01-06,2023,Nation RER A,PM10,77.625
2023-01-07,2023,Nation RER A,PM10,83.125
2023-01-08,2023,Nation RER A,PM10,64.25
2023-01-09,2023,Nation RER A,PM10,99.20833333333333
2023-01-10,2023,Nation RER A,PM10,102.29166666666667
2023-01-11,2023,Nation RER A,PM10,110.41666666666667
2023-01-12,2023,Nation RER A,PM10,135.16666666666666
2023-01-13,2023,Nation RER A,PM10,126.79166666666667
2023-01-14,2023,Nation RER A,PM10,85.20833333333333
2023-01-15,2023,Nation RER A,PM10,74.0
2023-01-16,2023,Nation RER A,PM10,85.54166666666667
2023-01-17,2023,Nation RER A,PM10,90.58333333333333
2023-01-18,2023,Nation RER A,PM10,93.20833333333333
2023-01-19,2023,Nation RER A,PM10,61.25
2023-01-20,2023,Nation RER A,PM10,69.91666666666667
2023-01-21,2023,Nation RER A,PM10,62.541666666666664
2023-01-22,2023,Nation RER A,PM10,54.583333333333336
2023-01-23,2023,Nation RER A,PM10,76.12
2023-01-24,2023,Nation RER A,PM10,82.625
2023-01-25,2023,Nation RER A,PM10,83.0
2023-01-26,2023,Nation RER A,PM10,85.08333333333333
2023-01-27,2023,Nation RER A,PM10,70.70833333333333
2023-01-28,2023,Nation RER A,PM10,73.16666666666667
2023-01-29,2023,Nation RER A,PM10,86.5
2023-01-30,2023,Nation RER A,PM10,81.8695652173913
2023-01-31,2023,Nation RER A,PM10,75.70833333333333
2023-02-01,2023,Nation RER A,PM10,90.625
2023-02-02,2023,Nation RER A,PM10,126.875
2023-02-03,2023,Nation RER A,PM10,86.95833333333333
2023-02-04,2023,Nation RER A,PM10,74.5
2023-02-05,2023,Nation RER A,PM10,71.08333333333333
2023-02-06,2023,Nation RER A,PM10,95.91666666666667
2023-02-07,2023,Nation RER A,PM10,103.875
2023-02-08,2023,Nation RER A,PM10,112.70833333333333
2023-02-09,2023,Nation RER A,PM10,138.625
2023-02-10,2023,Nation RER A,PM10,124.29166666666667
2023-02-11,2023,Nation RER A,PM10,99.33333333333333
2023-02-12,2023,Nation RER A,PM10,67.75
2023-02-13,2023,Nation RER A,PM10,90.75
2023-02-14,2023,Nation RER A,PM10,117.95833333333333
2023-02-15,2023,Nation RER A,PM10,194.29166666666666
2023-02-16,2023,Nation RER A,PM10,186.16666666666666
2023-02-17,2023,Nation RER A,PM10,180.20833333333334
2023-02-18,2023,Nation RER A,PM10,135.25
2023-02-19,2023,Nation RER A,PM10,129.375
2023-02-20,2023,Nation RER A,PM10,189.95833333333334
2023-02-21,2023,Nation RER A,PM10,184.41666666666666
2023-02-22,2023,Nation RER A,PM10,176.29166666666666
2023-02-23,2023,Nation RER A,PM10,180.95833333333334
2023-02-24,2023,Nation RER A,PM10,170.875
2023-02-25,2023,Nation RER A,PM10,203.25
2023-02-26,2023,Nation RER A,PM10,144.04166666666666
2023-02-27,2023,Nation RER A,PM10,185.625
2023-02-28,2023,Nation RER A,PM10,166.83333333333334
2023-03-01,2023,Nation RER A,PM10,167.58333333333334
2023-03-02,2023,Nation RER A,PM10,177.08333333333334
2023-03-03,2023,Nation RER A,PM10,163.83333333333334
2023-03-04,2023,Nation RER A,PM10,130.41666666666666
2023-03-05,2023,Nation RER A,PM10,106.08333333333333
2023-03-06,2023,Nation RER A,PM10,186.04166666666666
2023-03-07,2023,Nation RER A,PM10,127.91666666666667
2023-03-08,2023,Nation RER A,PM10,149.25
2023-03-09,2023,Nation RER A,PM10,190.125
2023-03-10,2023,Nation RER A,PM10,191.20833333333334
2023-03-11,2023,Nation RER A,PM10,183.33333333333334
2023-03-12,2023,Nation RER A,PM10,131.29166666666666
2023-03-13,2023,Nation RER A,PM10,133.79166666666666
2023-03-14,2023,Nation RER A,PM10,181.33333333333334
2023-03-15,2023,Nation RER A,PM10,211.45833333333334
2023-03-16,2023,Nation RER A,PM10,198.5
2023-03-17,2023,Nation RER A,PM10,224.29166666666666
2023-03-18,2023,Nation RER A,PM10,150.70833333333334
2023-03-19,2023,Nation RER A,PM10,131.91666666666666
2023-03-20,2023,Nation RER A,PM10,147.45833333333334
2023-03-21,2023,Nation RER A,PM10,115.25
2023-03-22,2023,Nation RER A,PM10,115.125
2023-03-23,2023,Nation RER A,PM10,90.41666666666667
2023-03-24,2023,Nation RER A,PM10,151.33333333333334
2023-03-25,2023,Nation RER A,PM10,180.125
2023-03-26,2023,Nation RER A,PM10,159.2173913043478
2023-03-27,2023,Nation RER A,PM10,203.5
