Geo Point,Geo Shape,gares_id,nom_long,nom_so_gar,nom_su_gar,id_ref_ZdC,nom_ZdC,id_ref_ZdA,nom_ZdA,idrefliga,idrefligc,res_com,indice_lig,mode_,tertrain,terrer,termetro,tertram,terval,exploitant,idf,principal,x,y,picto ligne,nom_iv
"48.8751498187932, 2.2959049047131748","{""coordinates"": [2.295904904713175, 48.8751498187932], ""type"": ""Point""}",152,Charles De Gaulle-Étoile,,,71347,Charles-de-Gaulle Étoile,58759,Charles-de-Gaulle Étoile,A01534,C01371,METRO 1,1,METRO,0,0,0,0,0,RATP,1,0,648356.9845,6864133.201,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4,Charles De Gaulle-Étoile
"48.8531679839561, 2.343285978923923","{""coordinates"": [2.343285978923923, 48.8531679839561], ""type"": ""Point""}",776,Saint-Michel,,,73620,Saint-Michel Notre-Dame,44877,Saint-Michel Notre-Dame,A01537,C01374,METRO 4,4,METRO,0,0,0,0,0,RATP,1,0,651811.8161,6861659.0529,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb,Saint-Michel
"48.84757936654253, 2.395554512170687","{""coordinates"": [2.395554512170687, 48.84757936654253], ""type"": ""Point""}",583,Nation,,,71673,Nation,473875,Nation,A01534,C01371,METRO 1,1,METRO,0,0,0,0,0,RATP,1,0,655642.3274,6861007.0198,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4,Nation
"48.87949310699919, 2.388566870479196","{""coordinates"": [2.388566870479196, 48.87949310699919], ""type"": ""Point""}",93,Botzaris,,,71906,Botzaris,42369,Botzaris,A01550,C01387,METRO 7bis,7b,METRO,0,0,0,0,0,RATP,1,0,655157.0227,6864559.5325,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/53a6369ab3772b0115d7c675f45329d2,Botzaris
"48.86865415090181, 2.341376051143573","{""coordinates"": [2.341376051143573, 48.86865415090181], ""type"": ""Point""}",104,Bourse,,,73635,Bourse,45101,Bourse,A01536,C01373,METRO 3,3,METRO,0,0,0,0,0,RATP,1,0,651686.0361,6863382.1515,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a,Bourse
"48.88066746252183, 2.3744959662604246","{""coordinates"": [2.374495966260425, 48.88066746252183], ""type"": ""Point""}",88,Bolivar,,,71920,Bolivar,58767,Bolivar,A01550,C01387,METRO 7bis,7b,METRO,0,0,0,0,0,RATP,1,0,654126.1075,6864698.1965,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/53a6369ab3772b0115d7c675f45329d2,Bolivar
"48.864766844037305, 2.300991003495584","{""coordinates"": [2.300991003495584, 48.864766844037305], ""type"": ""Point""}",14,Alma-Marceau,,,71290,Alma - Marceau,42182,Alma - Marceau,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,648719.8026,6862975.3829,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Alma-Marceau
"48.90378388011768, 2.3922212225351163","{""coordinates"": [2.392221222535116, 48.90378388011768], ""type"": ""Point""}",35,Aubervilliers Pantin - Quatre Chemins,,,72460,Aubervilliers Pantin Quatre Chemins,46492,Aubervilliers Pantin Quatre Chemins,A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,655445.8207,6867258.482,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Aubervilliers Pantin - Quatre Chemins
"48.87184879372683, 2.376593684096822","{""coordinates"": [2.376593684096822, 48.87184879372683], ""type"": ""Point""}",60,Belleville,,,71853,Belleville,42311,Belleville,A01544,C01381,METRO 11,11,METRO,0,0,0,0,0,RATP,1,0,654272.2072,6863716.401,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94,Belleville
"48.847150053875964, 2.269135872742879","{""coordinates"": [2.269135872742879, 48.847150053875964], ""type"": ""Point""}",251,Église d'Auteuil,,,71166,Église d'Auteuil,42947,Église d'Auteuil,A01543,C01380,METRO 10,10,METRO,0,0,0,0,0,RATP,1,0,646364.8036,6861037.7276,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049,Église d'Auteuil
"48.844456393634566, 2.440439978057246","{""coordinates"": [2.440439978057246, 48.844456393634566], ""type"": ""Point""}",160,Château de Vincennes,,,71634,Château de Vincennes,42582,Château de Vincennes,A01534,C01371,METRO 1,1,METRO,0,0,METRO 1,0,0,RATP,1,0,658933.7619,6860635.4943,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4,Château de Vincennes
"48.85763140976555, 2.3480365654004007","{""coordinates"": [2.348036565400401, 48.85763140976555], ""type"": ""Point""}",165,Châtelet,,,71264,Châtelet,42587,Châtelet,A01544,C01381,METRO 11,11,METRO,0,0,METRO 11,0,0,RATP,1,0,652164.4932,6862152.4575,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94,Châtelet
"48.877610186483444, 2.3708113953127445","{""coordinates"": [2.370811395312745, 48.877610186483444], ""type"": ""Point""}",195,Colonel Fabien,,,71893,Colonel Fabien,42732,Colonel Fabien,A01535,C01372,METRO 2,2,METRO,0,0,0,0,0,RATP,1,0,653853.1813,6864360.3934,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1,Colonel Fabien
"48.86628580364943, 2.322943412243541","{""coordinates"": [2.322943412243541, 48.86628580364943], ""type"": ""Point""}",199,Concorde,,,71298,Concorde,45676,Concorde,A01534,C01371,METRO 1,1,METRO,0,0,0,0,0,RATP,1,0,650331.6676,6863130.2462,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4,Concorde
"48.863972477882776, 2.3496175641598396","{""coordinates"": [2.34961756415984, 48.863972477882776], ""type"": ""Point""}",273,Étienne Marcel,,,479068,Étienne Marcel,44970,Étienne Marcel,A01537,C01374,METRO 4,4,METRO,0,0,0,0,0,RATP,1,0,652286.2983,6862856.5748,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb,Étienne Marcel
"48.852504090577646, 2.2681767494233305","{""coordinates"": [2.26817674942333, 48.852504090577646], ""type"": ""Point""}",372,Jasmin,,,73657,Jasmin,43423,Jasmin,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,646299.9369,6861633.6925,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Jasmin
"48.846151121246784, 2.3549179837074035","{""coordinates"": [2.354917983707403, 48.846151121246784], ""type"": ""Point""}",383,Jussieu,,,71148,Jussieu,43493,Jussieu,A01543,C01380,METRO 10,10,METRO,0,0,0,0,0,RATP,1,0,652658.953,6860871.8079,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049,Jussieu
"48.89146499939834, 2.349815453218361","{""coordinates"": [2.349815453218361, 48.89146499939834], ""type"": ""Point""}",510,Marcadet-Poissonniers,,,71511,Marcadet Poissonniers,44075,Marcadet Poissonniers,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,652325.9877,6865913.4413,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Marcadet-Poissonniers
"48.873733164672636, 2.314743542030632","{""coordinates"": [2.314743542030632, 48.873733164672636], ""type"": ""Point""}",549,Miromesnil,,,71346,Miromesnil,43511,Miromesnil,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,649737.3332,6863963.5235,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Miromesnil
"48.88718394593143, 2.3257796748068915","{""coordinates"": [2.325779674806892, 48.88718394593143], ""type"": ""Point""}",416,La Fourche,,,71474,La Fourche,43548,La Fourche,A01546,C01383,METRO 13,13,METRO,0,0,0,0,0,RATP,1,0,650559.5701,6865452.1927,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,La Fourche
"48.881016496556725, 2.272238940611056","{""coordinates"": [2.272238940611056, 48.881016496556725], ""type"": ""Point""}",463,Les Sablons,Jardin d’Acclimatation,,425779,Les Sablons,43785,Les Sablons,A01534,C01371,METRO 1,1,METRO,0,0,0,0,0,RATP,1,0,646627.2261,6864801.2694,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4,Les Sablons
"48.81052080334999, 2.3842896009608205","{""coordinates"": [2.384289600960821, 48.81052080334999], ""type"": ""Point""}",496,Mairie d'Ivry,,,70488,Mairie d'Ivry,44051,Mairie d'Ivry,A01540,C01377,METRO 7,7,METRO,0,0,METRO 7,0,0,RATP,1,0,654783.53,6856892.9064,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Mairie d'Ivry
"48.86218374694281, 2.387835956453657","{""coordinates"": [2.387835956453657, 48.86218374694281], ""type"": ""Point""}",633,Père Lachaise,,,71787,Père Lachaise,44310,Père Lachaise,A01535,C01372,METRO 2,2,METRO,0,0,0,0,0,RATP,1,0,655088.4964,6862635.2664,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1,Père Lachaise
"48.83321671877524, 2.362856399519012","{""coordinates"": [2.362856399519012, 48.83321671877524], ""type"": ""Point""}",587,Nationale,,,71043,Nationale,44192,Nationale,A01539,C01376,METRO 6,6,METRO,0,0,0,0,0,RATP,1,0,653229.9171,6859428.9054,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0,Nationale
"48.815930762121624, 2.3772672015137384","{""coordinates"": [2.377267201513738, 48.815930762121624], ""type"": ""Point""}",642,Pierre et Marie Curie,,,70537,Pierre et Marie Curie,44343,Pierre et Marie Curie,A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,654272.5744,6857498.469,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Pierre et Marie Curie
"48.876806388278496, 2.393056091960662","{""coordinates"": [2.393056091960662, 48.876806388278496], ""type"": ""Point""}",650,Place des Fêtes,,,71885,Place des Fêtes,44396,Place des Fêtes,A01544,C01381,METRO 11,11,METRO,0,0,0,0,0,RATP,1,0,655483.9628,6864258.2457,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94,Place des Fêtes
"48.876047495071, 2.337495844533764","{""coordinates"": [2.337495844533764, 48.876047495071], ""type"": ""Point""}",600,Notre-Dame-de-Lorette,,,71350,Notre-Dame-de-Lorette,44210,Notre-Dame-de-Lorette,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,651408.3042,6864206.6184,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Notre-Dame-de-Lorette
"48.865019008102834, 2.368011378256502","{""coordinates"": [2.368011378256502, 48.865019008102834], ""type"": ""Point""}",603,Oberkampf,,,71803,Oberkampf,45193,Oberkampf,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,653636.6172,6862961.9834,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Oberkampf
"48.83182564955102, 2.314122323459022","{""coordinates"": [2.314122323459022, 48.83182564955102], ""type"": ""Point""}",656,Plaisance,,,71039,Plaisance / Vercingétorix,45322,Plaisance,A01546,C01383,METRO 13,13,METRO,0,0,0,0,0,RATP,1,0,649651.2929,6859304.2041,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,Plaisance
"48.845626965812635, 2.3095314914609446","{""coordinates"": [2.309531491460945, 48.845626965812635], ""type"": ""Point""}",800,Sèvres-Lecourbe,,,71144,Sèvres Lecourbe,44829,Sèvres Lecourbe,A01539,C01376,METRO 6,6,METRO,0,0,0,0,0,RATP,1,0,649327.7179,6860841.6954,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0,Sèvres-Lecourbe
"48.89434384790808, 2.3474307799602045","{""coordinates"": [2.347430779960205, 48.89434384790808], ""type"": ""Point""}",802,Simplon,,,71556,Simplon,44833,Simplon,A01537,C01374,METRO 4,4,METRO,0,0,0,0,0,RATP,1,0,652153.7839,6866234.9969,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb,Simplon
"48.859873622536846, 2.3719139801008366","{""coordinates"": [2.371913980100837, 48.859873622536846], ""type"": ""Point""}",736,Richard Lenoir,,,73648,Richard Lenoir,44641,Richard Lenoir,A01538,C01375,METRO 5,5,METRO,0,0,0,0,0,RATP,1,0,653918.3594,6862387.5729,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273,Richard Lenoir
"48.83704511922334, 2.3728257245425715","{""coordinates"": [2.372825724542571, 48.83704511922334], ""type"": ""Point""}",717,Quai de la Gare,,,71597,Quai de la Gare,44582,Quai de la Gare,A01539,C01376,METRO 6,6,METRO,0,0,0,0,0,RATP,1,0,653965.0897,6859848.7241,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0,Quai de la Gare
"48.86963799595273, 2.336232756868916","{""coordinates"": [2.336232756868916, 48.86963799595273], ""type"": ""Point""}",719,Quatre Septembre,,,71313,Quatre Septembre,44587,Quatre Septembre,A01536,C01373,METRO 3,3,METRO,0,0,0,0,0,RATP,1,0,651309.6735,6863494.7068,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a,Quatre Septembre
"48.838964279775986, 2.330754192086215","{""coordinates"": [2.330754192086215, 48.838964279775986], ""type"": ""Point""}",724,Raspail,,,71088,Raspail,45314,Raspail,A01539,C01376,METRO 6,6,METRO,0,0,0,0,0,RATP,1,0,650878.8981,6860087.4642,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0,Raspail
"48.86799910798849, 2.3650748610827637","{""coordinates"": [2.365074861082764, 48.86799910798849], ""type"": ""Point""}",729,République,,,71311,République,44617,République,A01544,C01381,METRO 11,11,METRO,0,0,0,0,0,RATP,1,0,653423.8602,6863295.0761,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94,République
"48.85572642769865, 2.422983216145875","{""coordinates"": [2.422983216145875, 48.85572642769865], ""type"": ""Point""}",741,Robespierre,,,71725,Robespierre,44650,Robespierre,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,657661.786,6861897.8455,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Robespierre
"48.929935888744524, 2.3560357941727963","{""coordinates"": [2.356035794172796, 48.929935888744524], ""type"": ""Point""}",762,Saint-Denis - Porte de Paris,,,72285,Saint-Denis Porte de Paris,473458,Saint-Denis Porte de Paris,A01546,C01383,METRO 13,13,METRO,0,0,0,0,0,RATP,1,0,652816.9646,6870187.543,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,Saint-Denis - Porte de Paris
"48.87210144119713, 2.404514942379104","{""coordinates"": [2.404514942379104, 48.87210144119713], ""type"": ""Point""}",764,Saint-Fargeau,,,71860,Saint-Fargeau,44864,Saint-Fargeau,A01549,C01386,METRO 3bis,3bis,METRO,0,0,0,0,0,RATP,1,0,656320.4457,6863728.6864,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/84385f6415d8d60e0a135171e93312a5,Saint-Fargeau
"48.83290081472565, 2.3371351933438995","{""coordinates"": [2.3371351933439, 48.83290081472565], ""type"": ""Point""}",768,Saint-Jacques,,,71041,Saint-Jacques,45315,Saint-Jacques,A01539,C01376,METRO 6,6,METRO,0,0,0,0,0,RATP,1,0,651341.5781,6859409.3228,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0,Saint-Jacques
"48.84373548838398, 2.324353041157966","{""coordinates"": [2.324353041157966, 48.84373548838398], ""type"": ""Point""}",562,Montparnasse Bienvenüe,,,71139,Gare Montparnasse,58578,Montparnasse Bienvenue,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,1,650413.6192,6860621.9732,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Montparnasse Bienvenüe
"48.842102206274035, 2.321278562744627","{""coordinates"": [2.321278562744627, 48.842102206274035], ""type"": ""Point""}",565,Montparnasse-Bienvenüe,,,71139,Gare Montparnasse,58578,Montparnasse Bienvenue,A01539,C01376,METRO 6,6,METRO,0,0,0,0,0,RATP,1,1,650186.4248,6860442.3044,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0,Montparnasse-Bienvenüe
"48.90609404931435, 2.331830837962409","{""coordinates"": [2.331830837962409, 48.90609404931435], ""type"": ""Point""}",323,Garibaldi,,,72128,Garibaldi,43252,Garibaldi,A01546,C01383,METRO 13,13,METRO,0,0,0,0,0,RATP,1,0,651021.0832,6867551.1312,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,Garibaldi
"48.89122859226912, 2.402352143900472","{""coordinates"": [2.402352143900472, 48.89122859226912], ""type"": ""Point""}",348,Hoche,,,72004,Hoche,43364,Hoche,A01538,C01375,METRO 5,5,METRO,0,0,0,0,0,RATP,1,0,656177.9026,6865856.7161,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273,Hoche
"48.87126214352652, 2.2932406499473132","{""coordinates"": [2.293240649947313, 48.87126214352652], ""type"": ""Point""}",389,Kléber,,,73656,Kléber,43498,Kléber,A01539,C01376,METRO 6,6,METRO,0,0,0,0,0,RATP,1,0,648157.7063,6863702.6675,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0,Kléber
"48.8091443609007, 2.43450989592394","{""coordinates"": [2.43450989592394, 48.8091443609007], ""type"": ""Point""}",500,Maisons-Alfort-Stade,,,70426,Maisons-Alfort - Stade,44066,Maisons-Alfort - Stade,A01541,C01378,METRO 8,8,METRO,0,0,0,0,0,RATP,1,0,658470.4404,6856712.2782,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Maisons-Alfort-Stade
"48.85107136943748, 2.330700709954214","{""coordinates"": [2.330700709954214, 48.85107136943748], ""type"": ""Point""}",781,Saint-Sulpice,,,71202,Saint-Sulpice,45120,Saint-Sulpice,A01537,C01374,METRO 4,4,METRO,0,0,0,0,0,RATP,1,0,650886.3835,6861433.6831,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb,Saint-Sulpice
"48.869798555526245, 2.285335094686168","{""coordinates"": [2.285335094686168, 48.869798555526245], ""type"": ""Point""}",892,Victor Hugo,,,71315,Victor Hugo,45020,Victor Hugo,A01535,C01372,METRO 2,2,METRO,0,0,0,0,0,RATP,1,0,647576.3599,6863545.1478,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1,Victor Hugo
"48.88289191651976, 2.3090522645504783","{""coordinates"": [2.309052264550478, 48.88289191651976], ""type"": ""Point""}",506,Malesherbes,,,71416,Malesherbes,59370,Malesherbes,A01536,C01373,METRO 3,3,METRO,0,0,0,0,0,RATP,1,0,649328.8075,6864985.5498,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a,Malesherbes
"48.832736700820156, 2.4003104030250766","{""coordinates"": [2.400310403025077, 48.832736700820156], ""type"": ""Point""}",686,Porte de Charenton,,,71579,Porte de Charenton,44512,Porte de Charenton,A01541,C01378,METRO 8,8,METRO,0,0,0,0,0,RATP,1,0,655978.8011,6859354.0002,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Porte de Charenton
"48.82999019896456, 2.3757479832156028","{""coordinates"": [2.375747983215603, 48.82999019896456], ""type"": ""Point""}",72,Bibliothèque François Mitterrand,,,71572,Bibliothèque François Mitterrand Emile Durkheim,473111,Bibliothèque François Mitterrand,A01547,C01384,METRO 14,14,METRO,0,0,0,0,0,RATP,1,0,654240.7124,6859052.7664,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5,Bibliothèque François Mitterrand
"48.84243679699021, 2.3651848119933803","{""coordinates"": [2.36518481199338, 48.84243679699021], ""type"": ""Point""}",311,Gare d'Austerlitz,,,71135,Gare d'Austerlitz,462352,Gare d'Austerlitz,A01543,C01380,METRO 10,10,METRO,0,0,METRO 10,0,0,RATP,1,1,653409.0746,6860452.7051,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049,Gare d'Austerlitz
"48.845868977751635, 2.373774422563834","{""coordinates"": [2.373774422563834, 48.845868977751635], ""type"": ""Point""}",962,Gare de Lyon,,,73626,Gare de Lyon,43153,Gare de Lyon,A01534,C01371,METRO 1,1,METRO,0,0,0,0,0,RATP,1,1,654042.5043,6860829.2963,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4,Gare de Lyon
"48.9132020942236, 2.3346631501197574","{""coordinates"": [2.334663150119757, 48.9132020942236], ""type"": ""Point""}",1229,Mairie de Saint-Ouen,Région Île-de-France,,72168,Mairie de Saint-Ouen,43969,Mairie de Saint-Ouen,A01547,C01384,METRO 14,14,METRO,0,0,M14,0,0,RATP,1,0,651235.3557,6868339.7673,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5,Mairie de Saint-Ouen
"48.85197520839108, 2.401927284511546","{""coordinates"": [2.401927284511546, 48.85197520839108], ""type"": ""Point""}",121,Buzenval,,,479928,Buzenval / Avron,42410,Buzenval,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,656113.6911,6861492.2374,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Buzenval
"48.835152534806205, 2.3585662563494663","{""coordinates"": [2.358566256349466, 48.835152534806205], ""type"": ""Point""}",124,Campo Formio,,,71063,Campo Formio,42426,Campo Formio,A01538,C01375,METRO 5,5,METRO,0,0,0,0,0,RATP,1,0,652916.7508,6859646.6967,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273,Campo Formio
"48.87262083899373, 2.3561539474503386","{""coordinates"": [2.356153947450339, 48.87262083899373], ""type"": ""Point""}",159,Château d'Eau,,,71333,Château d'Eau / Mairie du 10e,42579,Château d'Eau,A01537,C01374,METRO 4,4,METRO,0,0,0,0,0,RATP,1,0,652773.6544,6863814.2778,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb,Château d'Eau
"48.837099427289054, 2.296231386803388","{""coordinates"": [2.296231386803388, 48.837099427289054], ""type"": ""Point""}",206,Convention,,,71075,Convention,42751,Convention,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,648343.221,6859902.1435,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Convention
"48.883193320365734, 2.3719331286142937","{""coordinates"": [2.371933128614294, 48.883193320365734], ""type"": ""Point""}",374,Jaurès,,,71940,Jaurès,43425,Jaurès,A01538,C01375,METRO 5,5,METRO,0,0,0,0,0,RATP,1,0,653940.3893,6864980.5488,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273,Jaurès
"48.88032518553965, 2.3087738359558063","{""coordinates"": [2.308773835955806, 48.88032518553965], ""type"": ""Point""}",552,Monceau,,,73671,Monceau,44146,Monceau,A01535,C01372,METRO 2,2,METRO,0,0,0,0,0,RATP,1,0,649305.8908,6864700.3253,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1,Monceau
"48.88432566211362, 2.367372038565468","{""coordinates"": [2.367372038565468, 48.88432566211362], ""type"": ""Point""}",809,Stalingrad,,,71961,Stalingrad,44901,Stalingrad,A01538,C01375,METRO 5,5,METRO,0,0,0,0,0,RATP,1,0,653606.9153,6865109.1288,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273,Stalingrad
