Date,Year,Gare,Attribute,Value
2014-05-17,2014,Chatelet,NO,10.0
2014-05-18,2014,Chatelet,NO,10.0
2014-05-19,2014,Chatelet,NO,10.0
2014-05-20,2014,Chatelet,NO,10.0
2014-05-21,2014,Chatelet,NO,10.0
2014-05-22,2014,Chatelet,NO,10.0
2014-05-23,2014,Chatelet,NO,10.0
2014-05-24,2014,Chatelet,NO,10.0
2014-05-25,2014,Chatelet,NO,10.0
2014-05-26,2014,Chatelet,NO,10.0
2014-05-27,2014,Chatelet,NO,10.0
2014-05-28,2014,Chatelet,NO,10.0
2014-05-29,2014,Chatelet,NO,10.0
2014-05-30,2014,Chatelet,NO,10.0
2014-05-31,2014,Chatelet,NO,10.0
2014-06-01,2014,Chatelet,NO,10.0
2014-06-02,2014,Chatelet,NO,10.0
2014-06-03,2014,Chatelet,NO,10.0
2014-06-04,2014,Chatelet,NO,10.0
2014-06-05,2014,Chatelet,NO,10.0
2014-06-06,2014,Chatelet,NO,10.0
2014-06-07,2014,Chatelet,NO,10.0
2014-06-08,2014,Chatelet,NO,10.0
2014-06-09,2014,Chatelet,NO,10.0
2014-06-10,2014,Chatelet,NO,10.0
2014-06-11,2014,Chatelet,NO,10.0
2014-06-12,2014,Chatelet,NO,10.0
2014-06-13,2014,Chatelet,NO,10.0
2014-06-14,2014,Chatelet,NO,10.0
2014-06-15,2014,Chatelet,NO,10.0
2014-06-16,2014,Chatelet,NO,10.0
2014-06-17,2014,Chatelet,NO,10.0
2014-06-18,2014,Chatelet,NO,10.0
2014-06-19,2014,Chatelet,NO,10.0
2014-06-20,2014,Chatelet,NO,10.0
2014-06-21,2014,Chatelet,NO,10.0
2014-06-22,2014,Chatelet,NO,10.0
2014-06-23,2014,Chatelet,NO,10.0
2014-06-24,2014,Chatelet,NO,10.0
2014-06-25,2014,Chatelet,NO,10.0
2014-06-26,2014,Chatelet,NO,10.0
2014-06-27,2014,Chatelet,NO,10.0
2014-06-28,2014,Chatelet,NO,10.0
2014-06-29,2014,Chatelet,NO,10.0
2014-06-30,2014,Chatelet,NO,10.0
2014-07-01,2014,Chatelet,NO,10.0
2014-07-02,2014,Chatelet,NO,10.0
2014-07-03,2014,Chatelet,NO,10.0
2014-07-04,2014,Chatelet,NO,10.0
2014-07-05,2014,Chatelet,NO,10.0
2014-07-06,2014,Chatelet,NO,10.0
2014-07-07,2014,Chatelet,NO,10.0
2014-07-08,2014,Chatelet,NO,10.0
2014-07-09,2014,Chatelet,NO,10.0
2014-07-10,2014,Chatelet,NO,10.0
2014-07-11,2014,Chatelet,NO,10.0
2014-07-12,2014,Chatelet,NO,10.0
2014-07-13,2014,Chatelet,NO,10.0
2014-07-14,2014,Chatelet,NO,10.0
2014-07-15,2014,Chatelet,NO,10.0
2014-07-16,2014,Chatelet,NO,10.0
2014-07-17,2014,Chatelet,NO,10.0
2014-07-18,2014,Chatelet,NO,10.0
2014-07-19,2014,Chatelet,NO,10.0
